of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
friendly,friendly,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
card,card,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
No,no,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal1,0.0
game,game,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal4,0.0
never,never,s,topic_35,0.0,freq4,0.0,ig5,0.0,sal5,0.0
ends,ends,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
when,when,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
your,your,s,topic_93,0.0,freq2,0.0,ig5,0.0,sal5,0.0
whole,whole,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
world,world,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal1,0.0
depends,depends,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
On,on,s,topic_31,0.0,freq1,0.0,ig5,0.0,sal4,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
turn,turn,s,topic_86,0.0,freq2,0.0,ig5,0.0,sal3,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
friendly,friendly,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
card,card,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
There's,there's,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
sign,sign,s,topic_56,0.0,freq5,0.0,ig5,0.0,sal4,0.0
in,in,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal4,0.0
the,the,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal1,0.0
desert,desert,s,topic_3,0.0,freq4,0.0,ig4,0.0,sal1,0.0
that,that,s,topic_35,0.0,freq3,0.0,ig5,0.0,sal5,0.0
lies,lies,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
to,to,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal2,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
west,west,s,topic_3,0.0,freq4,0.0,ig5,0.0,sal3,0.0
Where,where,s,topic_3,0.0,freq3,0.0,ig5,0.0,sal5,0.0
you,you,s,topic_35,0.0,freq4,0.0,ig5,0.0,sal5,0.0
can't,can't,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
tell,tell,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
night,night,s,topic_35,0.0,freq3,0.0,ig5,0.0,sal4,0.0
from,from,s,topic_56,0.0,freq4,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal1,0.0
sunrise,sunrise,s,topic_26,0.0,freq5,0.0,ig5,0.0,sal5,0.0
And,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
not,not,s,topic_56,0.0,freq3,0.0,ig5,0.0,sal4,0.0
all's,all's,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
king's,king's,s,topic_26,0.0,freq5,0.0,ig4,0.0,sal3,0.0
horse,horse,s,topic_3,0.0,freq3,0.0,ig4,0.0,sal1,0.0
and,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
all,all,s,topic_35,0.0,freq2,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
king's,king's,s,topic_26,0.0,freq5,0.0,ig4,0.0,sal3,0.0
men,men,s,topic_79,0.0,freq3,0.0,ig5,0.0,sal3,0.0
Have,have,s,topic_21,0.0,freq3,0.0,ig5,0.0,sal5,0.0
prevented,prevented,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
fall,fall,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal4,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
the,the,s,topic_3,0.0,freq1,0.0,ig5,0.0,sal1,0.0
unwise,unwise,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
For,for,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal5,0.0
they,they,s,topic_79,0.0,freq1,0.0,ig5,0.0,sal1,0.0
think,think,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
it,it,s,topic_56,0.0,freq2,0.0,ig5,0.0,sal4,0.0
will,will,s,topic_35,0.0,freq1,0.0,ig5,0.0,sal1,0.0
make,make,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
their,their,s,topic_79,0.0,freq2,0.0,ig5,0.0,sal2,0.0
lives,lives,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
easier,easier,s,topic_56,0.0,freq5,0.0,ig5,0.0,sal4,0.0
And,and,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal5,0.0
God,god,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
knows,knows,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
it's,it's,s,topic_56,0.0,freq2,0.0,ig5,0.0,sal1,0.0
been,been,s,topic_56,0.0,freq5,0.0,ig5,0.0,sal5,0.0
hard,hard,s,topic_56,0.0,freq4,0.0,ig5,0.0,sal3,0.0
But,but,s,topic_3,0.0,freq3,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_79,0.0,freq1,0.0,ig5,0.0,sal5,0.0
game,game,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal4,0.0
never,never,s,topic_35,0.0,freq4,0.0,ig5,0.0,sal5,0.0
ends,ends,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
when,when,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
your,your,s,topic_93,0.0,freq2,0.0,ig5,0.0,sal5,0.0
whole,whole,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
world,world,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal1,0.0
depends,depends,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
On,on,s,topic_31,0.0,freq1,0.0,ig5,0.0,sal4,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
turn,turn,s,topic_86,0.0,freq2,0.0,ig5,0.0,sal3,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
friendly,friendly,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
card,card,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
No,no,s,topic_56,0.0,freq3,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
game,game,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal4,0.0
never,never,s,topic_79,0.0,freq3,0.0,ig5,0.0,sal5,0.0
ends,ends,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
when,when,s,topic_35,0.0,freq3,0.0,ig5,0.0,sal5,0.0
your,your,s,topic_93,0.0,freq2,0.0,ig5,0.0,sal5,0.0
whole,whole,s,topic_26,0.0,freq4,0.0,ig5,0.0,sal5,0.0
world,world,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal1,0.0
depends,depends,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
On,on,s,topic_3,0.0,freq2,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
turn,turn,s,topic_86,0.0,freq2,0.0,ig5,0.0,sal3,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_93,0.0,freq3,0.0,ig5,0.0,sal5,0.0
friendly,friendly,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
card,card,s,topic_93,0.0,freq4,0.0,ig5,0.0,sal5,0.0
But,but,s,topic_56,0.0,freq3,0.0,ig5,0.0,sal5,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
pilgrim,pilgrim,s,topic_26,0.0,freq5,0.0,ig1,0.0,sal4,0.0
must,must,s,topic_86,0.0,freq5,0.0,ig5,0.0,sal5,0.0
follow,follow,s,topic_35,0.0,freq5,0.0,ig5,0.0,sal4,0.0
in,in,s,topic_26,0.0,freq3,0.0,ig5,0.0,sal4,0.0
search,search,s,topic_26,0.0,freq5,0.0,ig5,0.0,sal5,0.0
of,of,s,topic_26,0.0,freq2,0.0,ig5,0.0,sal1,0.0
a,a,s,topic_56,0.0,freq1,0.0,ig5,0.0,sal3,0.0
shrine,shrine,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
As,as,s,topic_38,0.0,freq3,0.0,ig5,0.0,sal3,0.0
he,he,s,topic_3,0.0,freq5,0.0,ig5,0.0,sal5,0.0
enters,enters,s,topic_93,0.0,freq5,0.0,ig5,0.0,sal5,0.0
inside,inside,s,topic_86,0.0,freq4,0.0,ig5,0.0,sal5,0.0
the,the,s,topic_26,0.0,freq1,0.0,ig5,0.0,sal2,0.0
cathedral,cathedral,,topic_26,0.0,freq5,0.0,ig5,0.0,sal5,0.0
...,...,n,,,,,,,,
